CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;COLUNA_DF;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Outros Resultados Abrangentes;5.04.08;Compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido;5.04.08;Resgate e destinação de dividendos aos acionistas portadores de ações preferenciais;2220.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido;5.04.08;Compra de participação em controlada;-961.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Participação dos Não Controladores;5.04.08;Resgate e destinação de dividendos aos acionistas portadores de ações preferenciais;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Participação dos Não Controladores;5.04.08;Compra de participação em controlada;961.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido Consolidado;5.04.08;Resgate e destinação de dividendos aos acionistas portadores de ações preferenciais;2220.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido Consolidado;5.04.08;Compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Capital Social Integralizado;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Capital Social Integralizado;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.09;Efeito reflexo da compra de participação em controlada;-7421.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.09;Efeito reflexo da compra de participação em controlada;-2230.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Lucro;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Lucro;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Lucros ou Prejuízos Acumulados;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Outros Resultados Abrangentes;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Outros Resultados Abrangentes;5.04.09;Efeito reflexo da compra de participação em controlada;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido;5.04.09;Efeito reflexo da compra de participação em controlada;-7421.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido;5.04.09;Efeito reflexo da compra de participação em controlada;-2230.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Participação dos Não Controladores;5.04.09;Efeito reflexo da compra de participação em controlada;2421.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Participação dos Não Controladores;5.04.09;Efeito reflexo da compra de participação em controlada;-2493.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido Consolidado;5.04.09;Efeito reflexo da compra de participação em controlada;-5000.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido Consolidado;5.04.09;Efeito reflexo da compra de participação em controlada;-4723.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Capital Social Integralizado;5.04.10;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Capital Social Integralizado;5.04.10;Reorganização societária;7765255.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.10;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.10;Reorganização societária;-73203.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Lucro;5.04.10;Constituição de reserva de incentivos fiscais de controladas;163081.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Lucro;5.04.10;Reorganização societária;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Lucros ou Prejuízos Acumulados;5.04.10;Constituição de reserva de incentivos fiscais de controladas;-163081.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.10;Reorganização societária;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Outros Resultados Abrangentes;5.04.10;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Outros Resultados Abrangentes;5.04.10;Reorganização societária;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido;5.04.10;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido;5.04.10;Reorganização societária;7692052.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Participação dos Não Controladores;5.04.10;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Participação dos Não Controladores;5.04.10;Reorganização societária;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido Consolidado;5.04.10;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido Consolidado;5.04.10;Reorganização societária;7692052.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Capital Social Integralizado;5.04.11;Realização de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Capital Social Integralizado;5.04.11;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.11;Realização de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.11;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Lucro;5.04.11;Realização de reservas;-738429.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Lucro;5.04.11;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Lucros ou Prejuízos Acumulados;5.04.11;Realização de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.11;Dividendos mínimos obrigatórios;-4025.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Outros Resultados Abrangentes;5.04.11;Realização de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Outros Resultados Abrangentes;5.04.11;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido;5.04.11;Realização de reservas;-738429.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido;5.04.11;Dividendos mínimos obrigatórios;-4025.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Participação dos Não Controladores;5.04.11;Realização de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Participação dos Não Controladores;5.04.11;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido Consolidado;5.04.11;Realização de reservas;-738429.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido Consolidado;5.04.11;Dividendos mínimos obrigatórios;-4025.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Capital Social Integralizado;5.04.12;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Capital Social Integralizado;5.04.12;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.12;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.12;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Lucro;5.04.12;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Lucro;5.04.12;Constituição de reserva de incentivos fiscais de controladas;233407.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Lucros ou Prejuízos Acumulados;5.04.12;Dividendos mínimos obrigatórios;-10219.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.12;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Outros Resultados Abrangentes;5.04.12;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Outros Resultados Abrangentes;5.04.12;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido;5.04.12;Dividendos mínimos obrigatórios;-10219.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido;5.04.12;Constituição de reserva de incentivos fiscais de controladas;233407.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Participação dos Não Controladores;5.04.12;Dividendos mínimos obrigatórios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Participação dos Não Controladores;5.04.12;Constituição de reserva de incentivos fiscais de controladas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido Consolidado;5.04.12;Dividendos mínimos obrigatórios;-10219.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido Consolidado;5.04.12;Constituição de reserva de incentivos fiscais de controladas;233407.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Capital Social Integralizado;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Capital Social Integralizado;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Lucro;5.04.13;Constituição de reservas;1074166.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Lucro;5.04.13;Constituição de reservas;431882.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Lucros ou Prejuízos Acumulados;5.04.13;Constituição de reservas;-1074166.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Lucros ou Prejuízos Acumulados;5.04.13;Constituição de reservas;-665289.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Outros Resultados Abrangentes;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Outros Resultados Abrangentes;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido;5.04.13;Constituição de reservas;-233407.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Participação dos Não Controladores;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Participação dos Não Controladores;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Patrimônio Líquido Consolidado;5.04.13;Constituição de reservas;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Patrimônio Líquido Consolidado;5.04.13;Constituição de reservas;-233407.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Capital Social Integralizado;5.04.14;Combinação de negócios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Capital Social Integralizado;5.04.14;Outros;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.14;Combinação de negócios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.14;Outros;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Reservas de Lucro;5.04.14;Combinação de negócios;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2022-04-01;2023-03-31;Reservas de Lucro;5.04.14;Outros;0.0000000000;N
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2021-04-01;2022-03-31;Lucros ou Prejuízos Acumulados;5.04.14;Combinação de negócios;0.0000000000;N
